Info del municipio: 29001 Alameda | Año: 1996 | Poblacion4960
Info del municipio: 29002 Alcaucín | Año: 2009 | Poblacion2576
Info del municipio: 29002 Alcaucín | Año: 2009 | Poblacion1305
Info del municipio: 29002 Alcaucín | Año: 2009 | Poblacion1271
Info del municipio: 29002 Alcaucín | Año: 2010 | Poblacion2668
Info del municipio: 29002 Alcaucín | Año: 2010 | Poblacion1344
Info del municipio: 29002 Alcaucín | Año: 2010 | Poblacion1324
Info del municipio: 29002 Alcaucín | Año: 2011 | Poblacion2753
Info del municipio: 29002 Alcaucín | Año: 2011 | Poblacion1388
Info del municipio: 29002 Alcaucín | Año: 2011 | Poblacion1365
Info del municipio: 29002 Alcaucín | Año: 2012 | Poblacion2817
Info del municipio: 29002 Alcaucín | Año: 2012 | Poblacion1418
Info del municipio: 29002 Alcaucín | Año: 2012 | Poblacion1399
Info del municipio: 29002 Alcaucín | Año: 2013 | Poblacion2832
Info del municipio: 29002 Alcaucín | Año: 2013 | Poblacion1438
Info del municipio: 29002 Alcaucín | Año: 2013 | Poblacion1394
Info del municipio: 29002 Alcaucín | Año: 2014 | Poblacion2454
Info del municipio: 29002 Alcaucín | Año: 2014 | Poblacion1240
Info del municipio: 29002 Alcaucín | Año: 2014 | Poblacion1214
Info del municipio: 29002 Alcaucín | Año: 2015 | Poblacion2375
Info del municipio: 29002 Alcaucín | Año: 2015 | Poblacion1193
Info del municipio: 29002 Alcaucín | Año: 2015 | Poblacion1182
Info del municipio: 29002 Alcaucín | Año: 2016 | Poblacion2272
Info del municipio: 29002 Alcaucín | Año: 2016 | Poblacion1166
Info del municipio: 29002 Alcaucín | Año: 2016 | Poblacion1106
Info del municipio: 29002 Alcaucín | Año: 2017 | Poblacion2253
Info del municipio: 29002 Alcaucín | Año: 2017 | Poblacion1159
Info del municipio: 29002 Alcaucín | Año: 2017 | Poblacion1094
Info del municipio: 29002 Alcaucín | Año: 2018 | Poblacion2239
Info del municipio: 29002 Alcaucín | Año: 2018 | Poblacion1148
Info del municipio: 29002 Alcaucín | Año: 2018 | Poblacion1091
Info del municipio: 29002 Alcaucín | Año: 2019 | Poblacion2230
Info del municipio: 29002 Alcaucín | Año: 2019 | Poblacion1140
Info del municipio: 29002 Alcaucín | Año: 2019 | Poblacion1090
Info del municipio: 29002 Alcaucín | Año: 2020 | Poblacion2279
Info del municipio: 29002 Alcaucín | Año: 2020 | Poblacion1172
Info del municipio: 29002 Alcaucín | Año: 2020 | Poblacion1107
Info del municipio: 29002 Alcaucín | Año: 2021 | Poblacion2366
Info del municipio: 29002 Alcaucín | Año: 2021 | Poblacion1210
Info del municipio: 29002 Alcaucín | Año: 2021 | Poblacion1156
Info del municipio: 29002 Alcaucín | Año: 2022 | Poblacion2487
Info del municipio: 29002 Alcaucín | Año: 2022 | Poblacion1269
Info del municipio: 29002 Alcaucín | Año: 2022 | Poblacion1218
Info del municipio: 29003 Alfarnate | Año: 1996 | Poblacion1447
Info del municipio: 29003 Alfarnate | Año: 1996 | Poblacion742
Info del municipio: 29003 Alfarnate | Año: 1996 | Poblacion705
Info del municipio: 29003 Alfarnate | Año: 1998 | Poblacion1451
Info del municipio: 29003 Alfarnate | Año: 1998 | Poblacion744
Info del municipio: 29003 Alfarnate | Año: 1998 | Poblacion707
Info del municipio: 29003 Alfarnate | Año: 1999 | Poblacion1431
Info del municipio: 29003 Alfarnate | Año: 1999 | Poblacion730
Info del municipio: 29003 Alfarnate | Año: 1999 | Poblacion701
Info del municipio: 29003 Alfarnate | Año: 2000 | Poblacion1443
Info del municipio: 29003 Alfarnate | Año: 2000 | Poblacion741
Info del municipio: 29003 Alfarnate | Año: 2000 | Poblacion702
Info del municipio: 29003 Alfarnate | Año: 2001 | Poblacion1429
Info del municipio: 29003 Alfarnate | Año: 2001 | Poblacion738
Info del municipio: 29003 Alfarnate | Año: 2001 | Poblacion691
Info del municipio: 29003 Alfarnate | Año: 2002 | Poblacion1430
Info del municipio: 29003 Alfarnate | Año: 2002 | Poblacion740
Info del municipio: 29003 Alfarnate | Año: 2002 | Poblacion690
Info del municipio: 29003 Alfarnate | Año: 2003 | Poblacion1401
Info del municipio: 29003 Alfarnate | Año: 2003 | Poblacion726
Info del municipio: 29003 Alfarnate | Año: 2003 | Poblacion675
Info del municipio: 29003 Alfarnate | Año: 2004 | Poblacion1413
Info del municipio: 29003 Alfarnate | Año: 2004 | Poblacion737
Info del municipio: 29003 Alfarnate | Año: 2004 | Poblacion676
Info del municipio: 29003 Alfarnate | Año: 2005 | Poblacion1398
Info del municipio: 29003 Alfarnate | Año: 2005 | Poblacion717
Info del municipio: 29003 Alfarnate | Año: 2005 | Poblacion681
Info del municipio: 29003 Alfarnate | Año: 2006 | Poblacion1386
Info del municipio: 29003 Alfarnate | Año: 2006 | Poblacion714
Info del municipio: 29003 Alfarnate | Año: 2006 | Poblacion672
Info del municipio: 29003 Alfarnate | Año: 2007 | Poblacion1365
Info del municipio: 29003 Alfarnate | Año: 2007 | Poblacion704
Info del municipio: 29003 Alfarnate | Año: 2007 | Poblacion661
Info del municipio: 29003 Alfarnate | Año: 2008 | Poblacion1362
Info del municipio: 29003 Alfarnate | Año: 2008 | Poblacion702
Info del municipio: 29003 Alfarnate | Año: 2008 | Poblacion660
Info del municipio: 29003 Alfarnate | Año: 2009 | Poblacion1348
Info del municipio: 29003 Alfarnate | Año: 2009 | Poblacion698
Info del municipio: 29003 Alfarnate | Año: 2009 | Poblacion650
Info del municipio: 29003 Alfarnate | Año: 2010 | Poblacion1338
Info del municipio: 29003 Alfarnate | Año: 2010 | Poblacion691
Info del municipio: 29003 Alfarnate | Año: 2010 | Poblacion647
Info del municipio: 29003 Alfarnate | Año: 2011 | Poblacion1323
Info del municipio: 29003 Alfarnate | Año: 2011 | Poblacion683
Info del municipio: 29003 Alfarnate | Año: 2011 | Poblacion640
Info del municipio: 29003 Alfarnate | Año: 2012 | Poblacion1300
Info del municipio: 29003 Alfarnate | Año: 2012 | Poblacion664
Info del municipio: 29003 Alfarnate | Año: 2012 | Poblacion636
Info del municipio: 29003 Alfarnate | Año: 2013 | Poblacion1240
Info del municipio: 29003 Alfarnate | Año: 2013 | Poblacion633
Info del municipio: 29003 Alfarnate | Año: 2013 | Poblacion607
Info del municipio: 29003 Alfarnate | Año: 2014 | Poblacion1198
Info del municipio: 29003 Alfarnate | Año: 2014 | Poblacion607
Info del municipio: 29003 Alfarnate | Año: 2014 | Poblacion591
Info del municipio: 29003 Alfarnate | Año: 2015 | Poblacion1159
Info del municipio: 29003 Alfarnate | Año: 2015 | Poblacion590
Info del municipio: 29003 Alfarnate | Año: 2015 | Poblacion569
Info del municipio: 29003 Alfarnate | Año: 2016 | Poblacion1135
Info del municipio: 29003 Alfarnate | Año: 2016 | Poblacion584
Info del municipio: 29003 Alfarnate | Año: 2016 | Poblacion551
Info del municipio: 29003 Alfarnate | Año: 2017 | Poblacion1113
Info del municipio: 29003 Alfarnate | Año: 2017 | Poblacion573
Info del municipio: 29003 Alfarnate | Año: 2017 | Poblacion540
Info del municipio: 29003 Alfarnate | Año: 2018 | Poblacion1105
Info del municipio: 29003 Alfarnate | Año: 2018 | Poblacion575
Info del municipio: 29003 Alfarnate | Año: 2018 | Poblacion530
Info del municipio: 29003 Alfarnate | Año: 2019 | Poblacion1069
Info del municipio: 29003 Alfarnate | Año: 2019 | Poblacion546
Info del municipio: 29003 Alfarnate | Año: 2019 | Poblacion523
Info del municipio: 29003 Alfarnate | Año: 2020 | Poblacion1065
Info del municipio: 29003 Alfarnate | Año: 2020 | Poblacion545
Info del municipio: 29003 Alfarnate | Año: 2020 | Poblacion520
Info del municipio: 29003 Alfarnate | Año: 2021 | Poblacion1057
Info del municipio: 29003 Alfarnate | Año: 2021 | Poblacion541
Info del municipio: 29003 Alfarnate | Año: 2021 | Poblacion516
Info del municipio: 29003 Alfarnate | Año: 2022 | Poblacion1039
Info del municipio: 29003 Alfarnate | Año: 2022 | Poblacion534
Info del municipio: 29003 Alfarnate | Año: 2022 | Poblacion505
Info del municipio: 29004 Alfarnatejo | Año: 1996 | Poblacion422
Info del municipio: 29004 Alfarnatejo | Año: 1996 | Poblacion234
Info del municipio: 29004 Alfarnatejo | Año: 1996 | Poblacion188
Info del municipio: 29004 Alfarnatejo | Año: 1998 | Poblacion405
Info del municipio: 29004 Alfarnatejo | Año: 1998 | Poblacion217
Info del municipio: 29004 Alfarnatejo | Año: 1998 | Poblacion188
Info del municipio: 29004 Alfarnatejo | Año: 1999 | Poblacion408
Info del municipio: 29004 Alfarnatejo | Año: 1999 | Poblacion216
Info del municipio: 29004 Alfarnatejo | Año: 1999 | Poblacion192
Info del municipio: 29004 Alfarnatejo | Año: 2000 | Poblacion399
Info del municipio: 29004 Alfarnatejo | Año: 2000 | Poblacion213
Info del municipio: 29004 Alfarnatejo | Año: 2000 | Poblacion186
Info del municipio: 29004 Alfarnatejo | Año: 2001 | Poblacion392
Info del municipio: 29004 Alfarnatejo | Año: 2001 | Poblacion210
Info del municipio: 29004 Alfarnatejo | Año: 2001 | Poblacion182
Info del municipio: 29004 Alfarnatejo | Año: 2002 | Poblacion388
Info del municipio: 29004 Alfarnatejo | Año: 2002 | Poblacion208
Info del municipio: 29004 Alfarnatejo | Año: 2002 | Poblacion180
Info del municipio: 29004 Alfarnatejo | Año: 2003 | Poblacion387
Info del municipio: 29004 Alfarnatejo | Año: 2003 | Poblacion205
Info del municipio: 29004 Alfarnatejo | Año: 2003 | Poblacion182
Info del municipio: 29004 Alfarnatejo | Año: 2004 | Poblacion394
Info del municipio: 29004 Alfarnatejo | Año: 2004 | Poblacion206
Info del municipio: 29004 Alfarnatejo | Año: 2004 | Poblacion188
Info del municipio: 29004 Alfarnatejo | Año: 2005 | Poblacion404
Info del municipio: 29004 Alfarnatejo | Año: 2005 | Poblacion211
Info del municipio: 29004 Alfarnatejo | Año: 2005 | Poblacion193
Info del municipio: 29004 Alfarnatejo | Año: 2006 | Poblacion448
Info del municipio: 29004 Alfarnatejo | Año: 2006 | Poblacion232
Info del municipio: 29004 Alfarnatejo | Año: 2006 | Poblacion216
Info del municipio: 29004 Alfarnatejo | Año: 2007 | Poblacion478
Info del municipio: 29004 Alfarnatejo | Año: 2007 | Poblacion250
Info del municipio: 29004 Alfarnatejo | Año: 2007 | Poblacion228
Info del municipio: 29004 Alfarnatejo | Año: 2008 | Poblacion516
Info del municipio: 29004 Alfarnatejo | Año: 2008 | Poblacion268
Info del municipio: 29004 Alfarnatejo | Año: 2008 | Poblacion248
Info del municipio: 29004 Alfarnatejo | Año: 2009 | Poblacion538
Info del municipio: 29004 Alfarnatejo | Año: 2009 | Poblacion273
Info del municipio: 29004 Alfarnatejo | Año: 2009 | Poblacion265
Info del municipio: 29004 Alfarnatejo | Año: 2010 | Poblacion543
Info del municipio: 29004 Alfarnatejo | Año: 2010 | Poblacion274
Info del municipio: 29004 Alfarnatejo | Año: 2010 | Poblacion269
Info del municipio: 29004 Alfarnatejo | Año: 2011 | Poblacion546
Info del municipio: 29004 Alfarnatejo | Año: 2011 | Poblacion278
Info del municipio: 29004 Alfarnatejo | Año: 2011 | Poblacion268
Info del municipio: 29004 Alfarnatejo | Año: 2012 | Poblacion532
Info del municipio: 29004 Alfarnatejo | Año: 2012 | Poblacion273
Info del municipio: 29004 Alfarnatejo | Año: 2012 | Poblacion259
Info del municipio: 29004 Alfarnatejo | Año: 2013 | Poblacion515
Info del municipio: 29004 Alfarnatejo | Año: 2013 | Poblacion267
Info del municipio: 29004 Alfarnatejo | Año: 2013 | Poblacion248
Info del municipio: 29004 Alfarnatejo | Año: 2014 | Poblacion477
Info del municipio: 29004 Alfarnatejo | Año: 2014 | Poblacion243
Info del municipio: 29004 Alfarnatejo | Año: 2014 | Poblacion234
Info del municipio: 29004 Alfarnatejo | Año: 2015 | Poblacion463
Info del municipio: 29004 Alfarnatejo | Año: 2015 | Poblacion237
Info del municipio: 29004 Alfarnatejo | Año: 2015 | Poblacion226
Info del municipio: 29004 Alfarnatejo | Año: 2016 | Poblacion405
Info del municipio: 29004 Alfarnatejo | Año: 2016 | Poblacion207
Info del municipio: 29004 Alfarnatejo | Año: 2016 | Poblacion198
Info del municipio: 29004 Alfarnatejo | Año: 2017 | Poblacion397
Info del municipio: 29004 Alfarnatejo | Año: 2017 | Poblacion210
Info del municipio: 29004 Alfarnatejo | Año: 2017 | Poblacion187
Info del municipio: 29004 Alfarnatejo | Año: 2018 | Poblacion394
Info del municipio: 29004 Alfarnatejo | Año: 2018 | Poblacion204
Info del municipio: 29004 Alfarnatejo | Año: 2018 | Poblacion190
Info del municipio: 29004 Alfarnatejo | Año: 2019 | Poblacion377
Info del municipio: 29004 Alfarnatejo | Año: 2019 | Poblacion193
Info del municipio: 29004 Alfarnatejo | Año: 2019 | Poblacion184
Info del municipio: 29004 Alfarnatejo | Año: 2020 | Poblacion364
Info del municipio: 29004 Alfarnatejo | Año: 2020 | Poblacion184
Info del municipio: 29004 Alfarnatejo | Año: 2020 | Poblacion180
Info del municipio: 29004 Alfarnatejo | Año: 2021 | Poblacion358
Info del municipio: 29004 Alfarnatejo | Año: 2021 | Poblacion185
Info del municipio: 29004 Alfarnatejo | Año: 2021 | Poblacion173
Info del municipio: 29004 Alfarnatejo | Año: 2022 | Poblacion364
Info del municipio: 29004 Alfarnatejo | Año: 2022 | Poblacion189
Info del municipio: 29004 Alfarnatejo | Año: 2022 | Poblacion175
Info del municipio: 29005 Algarrobo | Año: 1996 | Poblacion4735
Info del municipio: 29005 Algarrobo | Año: 1996 | Poblacion2389
Info del municipio: 29005 Algarrobo | Año: 1996 | Poblacion2346
Info del municipio: 29005 Algarrobo | Año: 1998 | Poblacion4794
Info del municipio: 29005 Algarrobo | Año: 1998 | Poblacion2387
Info del municipio: 29005 Algarrobo | Año: 1998 | Poblacion2407
Info del municipio: 29005 Algarrobo | Año: 1999 | Poblacion4861
Info del municipio: 29005 Algarrobo | Año: 1999 | Poblacion2412
Info del municipio: 29005 Algarrobo | Año: 1999 | Poblacion2449
Info del municipio: 29005 Algarrobo | Año: 2000 | Poblacion4852
Info del municipio: 29005 Algarrobo | Año: 2000 | Poblacion2402
Info del municipio: 29005 Algarrobo | Año: 2000 | Poblacion2450
Info del municipio: 29005 Algarrobo | Año: 2001 | Poblacion4844
Info del municipio: 29005 Algarrobo | Año: 2001 | Poblacion2412
Info del municipio: 29005 Algarrobo | Año: 2001 | Poblacion2432
Info del municipio: 29005 Algarrobo | Año: 2002 | Poblacion4823
Info del municipio: 29005 Algarrobo | Año: 2002 | Poblacion2400
Info del municipio: 29005 Algarrobo | Año: 2002 | Poblacion2423
Info del municipio: 29005 Algarrobo | Año: 2003 | Poblacion4862
Info del municipio: 29005 Algarrobo | Año: 2003 | Poblacion2417
Info del municipio: 29005 Algarrobo | Año: 2003 | Poblacion2445
Info del municipio: 29005 Algarrobo | Año: 2004 | Poblacion4979
Info del municipio: 29005 Algarrobo | Año: 2004 | Poblacion2491
Info del municipio: 29005 Algarrobo | Año: 2004 | Poblacion2488
Info del municipio: 29005 Algarrobo | Año: 2005 | Poblacion5275
Info del municipio: 29005 Algarrobo | Año: 2005 | Poblacion2648
Info del municipio: 29005 Algarrobo | Año: 2005 | Poblacion2627
Info del municipio: 29005 Algarrobo | Año: 2006 | Poblacion5668
Info del municipio: 29005 Algarrobo | Año: 2006 | Poblacion2859
Info del municipio: 29005 Algarrobo | Año: 2006 | Poblacion2809
Info del municipio: 29005 Algarrobo | Año: 2007 | Poblacion5907
Info del municipio: 29005 Algarrobo | Año: 2007 | Poblacion2972
Info del municipio: 29005 Algarrobo | Año: 2007 | Poblacion2935
Info del municipio: 29005 Algarrobo | Año: 2008 | Poblacion6144
Info del municipio: 29005 Algarrobo | Año: 2008 | Poblacion3090
Info del municipio: 29005 Algarrobo | Año: 2008 | Poblacion3054
Info del municipio: 29005 Algarrobo | Año: 2009 | Poblacion6219
Info del municipio: 29005 Algarrobo | Año: 2009 | Poblacion3128
Info del municipio: 29005 Algarrobo | Año: 2009 | Poblacion3091
Info del municipio: 29005 Algarrobo | Año: 2010 | Poblacion6350
Info del municipio: 29005 Algarrobo | Año: 2010 | Poblacion3182
Info del municipio: 29005 Algarrobo | Año: 2010 | Poblacion3168
Info del municipio: 29005 Algarrobo | Año: 2011 | Poblacion6539
Info del municipio: 29005 Algarrobo | Año: 2011 | Poblacion3282
Info del municipio: 29005 Algarrobo | Año: 2011 | Poblacion3257
Info del municipio: 29005 Algarrobo | Año: 2012 | Poblacion6584
Info del municipio: 29005 Algarrobo | Año: 2012 | Poblacion3323
Info del municipio: 29005 Algarrobo | Año: 2012 | Poblacion3261
Info del municipio: 29005 Algarrobo | Año: 2013 | Poblacion6601
Info del municipio: 29005 Algarrobo | Año: 2013 | Poblacion3314
Info del municipio: 29005 Algarrobo | Año: 2013 | Poblacion3287
Info del municipio: 29005 Algarrobo | Año: 2014 | Poblacion6103
Info del municipio: 29005 Algarrobo | Año: 2014 | Poblacion3067
Info del municipio: 29005 Algarrobo | Año: 2014 | Poblacion3036
Info del municipio: 29005 Algarrobo | Año: 2015 | Poblacion6013
Info del municipio: 29005 Algarrobo | Año: 2015 | Poblacion3035
Info del municipio: 29005 Algarrobo | Año: 2015 | Poblacion2978
Info del municipio: 29005 Algarrobo | Año: 2016 | Poblacion6232
Info del municipio: 29005 Algarrobo | Año: 2016 | Poblacion3136
Info del municipio: 29005 Algarrobo | Año: 2016 | Poblacion3096
Info del municipio: 29005 Algarrobo | Año: 2017 | Poblacion6284
Info del municipio: 29005 Algarrobo | Año: 2017 | Poblacion3152
Info del municipio: 29005 Algarrobo | Año: 2017 | Poblacion3132
Info del municipio: 29005 Algarrobo | Año: 2018 | Poblacion6367
Info del municipio: 29005 Algarrobo | Año: 2018 | Poblacion3191
Info del municipio: 29005 Algarrobo | Año: 2018 | Poblacion3176
Info del municipio: 29005 Algarrobo | Año: 2019 | Poblacion6444
Info del municipio: 29005 Algarrobo | Año: 2019 | Poblacion3238
Info del municipio: 29005 Algarrobo | Año: 2019 | Poblacion3206
Info del municipio: 29005 Algarrobo | Año: 2020 | Poblacion6556
Info del municipio: 29005 Algarrobo | Año: 2020 | Poblacion3296
Info del municipio: 29005 Algarrobo | Año: 2020 | Poblacion3260
Info del municipio: 29005 Algarrobo | Año: 2021 | Poblacion6551
Info del municipio: 29005 Algarrobo | Año: 2021 | Poblacion3298
Info del municipio: 29005 Algarrobo | Año: 2021 | Poblacion3253
Info del municipio: 29005 Algarrobo | Año: 2022 | Poblacion6625
Info del municipio: 29005 Algarrobo | Año: 2022 | Poblacion3305
Info del municipio: 29005 Algarrobo | Año: 2022 | Poblacion3320
Info del municipio: 29006 Algatocín | Año: 1996 | Poblacion1014
Info del municipio: 29006 Algatocín | Año: 1996 | Poblacion529
Info del municipio: 29006 Algatocín | Año: 1996 | Poblacion485
Info del municipio: 29006 Algatocín | Año: 1998 | Poblacion972
Info del municipio: 29006 Algatocín | Año: 1998 | Poblacion489
Info del municipio: 29006 Algatocín | Año: 1998 | Poblacion483
Info del municipio: 29006 Algatocín | Año: 1999 | Poblacion947
Info del municipio: 29006 Algatocín | Año: 1999 | Poblacion478
Info del municipio: 29006 Algatocín | Año: 1999 | Poblacion469
Info del municipio: 29006 Algatocín | Año: 2000 | Poblacion949
Info del municipio: 29006 Algatocín | Año: 2000 | Poblacion478
Info del municipio: 29006 Algatocín | Año: 2000 | Poblacion471
Info del municipio: 29006 Algatocín | Año: 2001 | Poblacion962
Info del municipio: 29006 Algatocín | Año: 2001 | Poblacion489
Info del municipio: 29006 Algatocín | Año: 2001 | Poblacion473
Info del municipio: 29006 Algatocín | Año: 2002 | Poblacion965
Info del municipio: 29006 Algatocín | Año: 2002 | Poblacion491
Info del municipio: 29006 Algatocín | Año: 2002 | Poblacion474
Info del municipio: 29006 Algatocín | Año: 2003 | Poblacion954
Info del municipio: 29006 Algatocín | Año: 2003 | Poblacion496
Info del municipio: 29006 Algatocín | Año: 2003 | Poblacion458
Info del municipio: 29006 Algatocín | Año: 2004 | Poblacion944
Info del municipio: 29006 Algatocín | Año: 2004 | Poblacion494
Info del municipio: 29006 Algatocín | Año: 2004 | Poblacion450
Info del municipio: 29006 Algatocín | Año: 2005 | Poblacion951
Info del municipio: 29006 Algatocín | Año: 2005 | Poblacion490
